Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2004,MT,Full-Service Providers,"4,052,761","3,890,395","2,140,978",0,NA,10084134
2004,NC,Full-Service Providers,"51,717,380","42,864,261","31,075,166",0,NA,125656807
2004,ND,Full-Service Providers,"3,662,781","3,843,141","3,010,478",0,NA,10516400
2004,NE,Full-Service Providers,"8,756,735","8,501,171","8,618,024",0,NA,25875930
2004,NH,Full-Service Providers,"4,281,738","4,325,254","2,256,442",0,NA,10863434
2004,NJ,Full-Service Providers,"27,463,420","27,765,862","3,757,395","32,894",NA,59019571
2004,NM,Full-Service Providers,"5,634,821","8,238,750","5,972,164",0,NA,19845735
2004,NV,Full-Service Providers,"10,672,590","8,275,330","12,362,678",0,NA,31310598
2004,NY,Full-Service Providers,"44,916,264","42,498,931","8,631,370","304,026",NA,96350591
2004,OH,Full-Service Providers,"42,952,465","34,657,382","48,680,188","49,274",NA,126339309
2004,OK,Full-Service Providers,"19,699,041","17,020,382","14,222,619",0,NA,50942042
2004,OR,Full-Service Providers,"18,000,708","14,996,201","11,778,569","15,550",NA,44791028
2004,PA,Full-Service Providers,"47,526,849","36,834,698","45,688,900","797,603",NA,130848050
2004,RI,Full-Service Providers,"2,997,546","3,063,308","982,482",0,NA,7043336
2004,SC,Full-Service Providers,"27,909,738","20,112,912","31,885,690",0,NA,79908340
2004,SD,Full-Service Providers,"3,695,725","3,627,165","1,890,954",0,NA,9213844
2004,TN,Full-Service Providers,"38,525,656","28,248,753","32,885,218","1,038",NA,99660665
2004,TX,Full-Service Providers,"120,329,880","99,615,578","100,588,036","81,346",NA,320614840
2004,UT,Full-Service Providers,"7,324,848","9,345,111","7,816,391","25,354",NA,24511704
2004,VA,Full-Service Providers,"42,477,627","43,024,533","19,734,461","161,645",NA,105398266
2004,VT,Full-Service Providers,"2,109,494","1,977,540","1,576,738",0,NA,5663772
2004,WA,Full-Service Providers,"32,454,682","28,225,785","18,883,890","41,731",NA,79606088
2004,WI,Full-Service Providers,"21,192,325","19,348,875","27,434,509",0,NA,67975709
2004,WV,Full-Service Providers,"10,755,869","7,216,779","10,941,528","4,436",NA,28918612
2004,WY,Full-Service Providers,"2,261,814","3,393,334","7,884,365",0,NA,13539513
2004,US,Full-Service Providers,"1,272,237,425","1,116,497,417","933,529,502","3,188,466",NA,3325452810
2004,CA,Energy-Only Providers,"344,454","12,419,418","11,492,904","368,536",NA,24625312
2004,CT,Energy-Only Providers,"265,522","322,802","156,111",0,NA,744435
2004,DC,Energy-Only Providers,"200,173","3,021,055","129,036","304,065",NA,3654329
2004,DE,Energy-Only Providers,0,196,"1,009,770",0,NA,1009966
2004,ID,Energy-Only Providers,0,0,"41,259",0,NA,41259
2004,IL,Energy-Only Providers,0,"11,338,957","15,728,081",0,NA,27067038
2004,MA,Energy-Only Providers,"403,075","9,187,773","2,684,314","275,658",NA,12550820
2004,MD,Energy-Only Providers,"746,323","3,718,116","8,729,398","458,226",NA,13652063
2004,ME,Energy-Only Providers,"4,251,351","4,007,027","3,516,507",0,NA,11774885
2004,MI,Energy-Only Providers,"1,248","7,921,177","6,068,862",0,NA,13991287
2004,MT,Energy-Only Providers,0,"439,783","2,432,865",0,NA,2872648
2004,NH,Energy-Only Providers,0,"37,819","72,056",0,NA,109875
2004,NJ,Energy-Only Providers,"556,705","10,307,697","7,452,183","257,011",NA,18573596
2004,NV,Energy-Only Providers,0,0,"1,708",0,NA,1708
2004,NY,Energy-Only Providers,"2,462,612","31,878,998","12,043,679","2,345,829",NA,48731118
2004,OH,Energy-Only Providers,"7,347,573","10,656,071","9,878,161",0,NA,27881805
2004,OR,Energy-Only Providers,0,"670,420","175,000",0,NA,845420
2004,PA,Energy-Only Providers,"3,136,540","7,520,736","1,970,316","25,851",NA,12653443
2004,RI,Energy-Only Providers,"2,809","479,129","362,301",0,NA,844239
2004,VA,Energy-Only Providers,"25,768",139,0,0,NA,25907
2004,WA,Energy-Only Providers,0,1,"375,519",0,NA,375520
2004,US,Energy-Only Providers,"19,744,153","113,927,314","84,320,030","4,035,176",NA,222026673
2003,AK,Total Electric Industry,"1,987,009","2,473,028","1,103,645",0,NA,5563682
2003,AL,Total Electric Industry,"29,416,418","20,410,633","34,017,169",0,NA,83844220
2003,AR,Total Electric Industry,"15,598,301","10,568,019","16,941,939",0,NA,43108259
2003,AZ,Total Electric Industry,"27,741,520","25,424,540","10,913,500",0,NA,64079560
2003,CA,Total Electric Industry,"82,925,899","109,577,674","49,908,922","808,821",NA,243221316
2003,CO,Total Electric Industry,"15,724,839","19,656,729","11,075,619","37,458",NA,46494645
2003,CT,Total Electric Industry,"13,178,336","13,093,634","5,365,918","192,330",NA,31830218
2003,DC,Total Electric Industry,"1,754,304","8,639,346","267,248","285,485",NA,10946383
2003,DE,Total Electric Industry,"4,190,390","3,886,166","4,523,034",0,NA,12599590
2003,FL,Total Electric Industry,"112,649,865","85,256,748","19,374,815","97,194",NA,217378622
2003,GA,Total Electric Industry,"48,174,230","40,554,073","34,768,042","180,312",NA,123676657
2003,HI,Total Electric Industry,"3,027,624","3,517,123","3,846,089",0,NA,10390836
2003,IA,Total Electric Industry,"12,767,551","11,637,018","16,802,715",0,NA,41207284
2003,ID,Total Electric Industry,"7,089,744","5,466,348","8,662,593",0,NA,21218685
2003,IL,Total Electric Industry,"43,161,332","49,560,841","43,041,769","483,949",NA,136247891
2003,IN,Total Electric Industry,"30,726,178","22,441,376","47,283,820","16,405",NA,100467779
2003,KS,Total Electric Industry,"12,602,296","13,751,156","10,381,938",0,NA,36735390
2003,KY,Total Electric Industry,"24,703,645","17,945,819","42,570,167",0,NA,85219631
2003,LA,Total Electric Industry,"28,572,305","21,943,667","27,250,507","2,843",NA,77769322
2003,MA,Total Electric Industry,"19,590,791","25,647,839","9,984,161","291,566",NA,55514357
2003,MD,Total Electric Industry,"26,671,274","16,950,347","27,175,526","461,436",NA,71258583
2003,ME,Total Electric Industry,"4,218,952","3,959,394","3,793,491",0,NA,11971837
2003,MI,Total Electric Industry,"33,669,474","35,391,365","39,812,955","3,399",NA,108877193
2003,MN,Total Electric Industry,"20,637,751","20,533,286","21,916,302",0,NA,63087339
2003,MO,Total Electric Industry,"31,421,927","27,987,361","14,830,600",0,NA,74239888
2003,MS,Total Electric Industry,"17,669,709","12,592,850","15,281,322",0,NA,45543881
2003,MT,Total Electric Industry,"4,120,150","4,437,530","4,266,980",0,NA,12824660
2003,NC,Total Electric Industry,"49,348,767","41,672,018","30,314,336",0,NA,121335121
2003,ND,Total Electric Industry,"3,707,436","3,800,069","2,953,603",0,NA,10461108
2003,NE,Total Electric Industry,"8,852,219","8,582,936","8,421,411",0,NA,25856566
2003,NH,Total Electric Industry,"4,251,834","4,317,817","2,402,891",0,NA,10972542
2003,NJ,Total Electric Industry,"27,367,126","36,616,281","12,214,748","184,357",NA,76382512
2003,NM,Total Electric Industry,"5,418,038","8,063,236","5,849,217",0,NA,19330491
2003,NV,Total Electric Industry,"10,339,935","8,167,940","11,623,785",0,NA,30131660
2003,NY,Total Electric Industry,"47,115,887","72,495,187","21,744,508","2,689,121",NA,144044703
2003,OH,Total Electric Industry,"49,620,578","44,736,571","57,827,582","4,507",NA,152189238
2003,OK,Total Electric Industry,"20,161,967","16,958,301","13,307,900",0,NA,50428168
2003,OR,Total Electric Industry,"17,735,560","15,483,362","11,960,528","15,280",NA,45194730
2003,PA,Total Electric Industry,"49,651,001","43,217,826","46,773,439","726,862",NA,140369128
2003,RI,Total Electric Industry,"2,998,209","3,489,537","1,308,880",0,NA,7796626
2003,SC,Total Electric Industry,"26,421,639","19,336,129","31,296,330",0,NA,77054098
2003,SD,Total Electric Industry,"3,739,838","3,713,371","1,626,781",0,NA,9079990
2003,TN,Total Electric Industry,"37,696,941","27,481,018","32,277,849",0,NA,97455808
2003,TX,Total Electric Industry,"121,354,826","96,694,234","104,546,895","90,000",NA,322685955
2003,UT,Total Electric Industry,"7,166,407","9,023,642","7,645,673","24,628",NA,23860350
2003,VA,Total Electric Industry,"40,876,706","41,179,139","19,282,214","171,672",NA,101509731
2003,VT,Total Electric Industry,"2,011,389","1,881,027","1,460,013",0,NA,5352429
2003,WA,Total Electric Industry,"31,872,045","28,039,324","18,180,029","42,103",NA,78133501
2003,WI,Total Electric Industry,"21,364,143","20,056,103","25,821,248",0,NA,67241494
2003,WV,Total Electric Industry,"10,473,404","7,136,440","10,687,149",0,NA,28296993
2003,WY,Total Electric Industry,"2,286,201","3,282,183","7,685,452",0,NA,13253836
2003,US,Total Electric Industry,"1,275,823,910","1,198,727,601","1,012,373,247","6,809,728",NA,3493734486
2003,AK,Full-Service Providers,"1,987,009","2,473,028","1,103,645",0,NA,5563682
2003,AL,Full-Service Providers,"29,416,418","20,410,633","34,017,169",0,NA,83844220
2003,AR,Full-Service Providers,"15,598,301","10,568,019","16,941,939",0,NA,43108259
2003,AZ,Full-Service Providers,"27,741,520","25,424,540","10,913,500",0,NA,64079560
2003,CA,Full-Service Providers,"82,537,464","97,490,769","38,860,276","436,523",NA,219325032
2003,CO,Full-Service Providers,"15,724,839","19,656,729","11,075,619","37,458",NA,46494645
2003,CT,Full-Service Providers,"12,887,732","12,934,653","5,215,403","192,330",NA,31230118
2003,DC,Full-Service Providers,"1,522,724","4,115,543","87,208",0,NA,5725475
2003,DE,Full-Service Providers,"4,190,390","3,880,715","2,417,145",0,NA,10488250
2003,FL,Full-Service Providers,"112,649,865","85,256,748","19,374,815","97,194",NA,217378622
2003,GA,Full-Service Providers,"48,174,230","40,554,073","34,768,042","180,312",NA,123676657
2003,HI,Full-Service Providers,"3,027,624","3,517,123","3,846,089",0,NA,10390836
2003,IA,Full-Service Providers,"12,767,551","11,637,018","16,802,715",0,NA,41207284
2003,ID,Full-Service Providers,"7,089,744","5,466,348","8,662,593",0,NA,21218685
2003,IL,Full-Service Providers,"43,161,332","42,453,298","28,971,934","483,949",NA,115070513
2003,IN,Full-Service Providers,"30,726,178","22,441,376","47,283,820","16,405",NA,100467779
2003,KS,Full-Service Providers,"12,602,296","13,751,156","10,381,938",0,NA,36735390
2003,KY,Full-Service Providers,"24,703,645","17,945,819","42,570,167",0,NA,85219631
2003,LA,Full-Service Providers,"28,572,305","21,943,667","27,250,507","2,843",NA,77769322
2003,MA,Full-Service Providers,"19,175,926","19,275,128","7,032,493","291,566",NA,45775113
2003,MD,Full-Service Providers,"25,795,292","13,710,975","20,103,271","83,399",NA,59692937
2003,ME,Full-Service Providers,"78,844","43,257","646,680",0,NA,768781
2003,MI,Full-Service Providers,"33,669,474","34,523,726","30,568,582","3,399",NA,98765181
2003,MN,Full-Service Providers,"20,637,751","20,533,286","21,916,302",0,NA,63087339
2003,MO,Full-Service Providers,"31,421,927","27,987,361","14,830,600",0,NA,74239888
2003,MS,Full-Service Providers,"17,669,709","12,592,850","15,281,322",0,NA,45543881
2003,MT,Full-Service Providers,"4,119,584","4,013,154","2,149,473",0,NA,10282211
2003,NC,Full-Service Providers,"49,348,767","41,672,018","30,314,336",0,NA,121335121
2003,ND,Full-Service Providers,"3,707,436","3,800,069","2,953,603",0,NA,10461108
2003,NE,Full-Service Providers,"8,852,219","8,582,936","8,421,411",0,NA,25856566
2003,NH,Full-Service Providers,"4,251,834","4,307,070","2,265,372",0,NA,10824276
2003,NJ,Full-Service Providers,"26,967,438","33,941,467","8,574,902","184,357",NA,69668164
2003,NM,Full-Service Providers,"5,418,038","8,063,236","5,849,217",0,NA,19330491
2003,NV,Full-Service Providers,"10,339,935","8,167,940","11,623,785",0,NA,30131660
2003,NY,Full-Service Providers,"44,650,051","45,254,759","10,193,853","288,847",NA,100387510
2003,OH,Full-Service Providers,"42,959,181","35,147,697","49,137,696","4,507",NA,127249081
2003,OK,Full-Service Providers,"20,161,967","16,958,301","13,307,900",0,NA,50428168
2003,OR,Full-Service Providers,"17,735,560","15,483,362","11,960,528","15,280",NA,45194730
2003,PA,Full-Service Providers,"47,493,753","35,370,139","44,431,568","668,271",NA,127963731
2003,RI,Full-Service Providers,"2,998,209","3,091,959","1,006,481",0,NA,7096649
2003,SC,Full-Service Providers,"26,421,639","19,336,129","31,296,330",0,NA,77054098
2003,SD,Full-Service Providers,"3,739,838","3,713,371","1,626,781",0,NA,9079990
2003,TN,Full-Service Providers,"37,696,941","27,481,018","32,277,849",0,NA,97455808
2003,TX,Full-Service Providers,"121,354,826","96,694,234","104,546,895","90,000",NA,322685955
2003,UT,Full-Service Providers,"7,166,407","9,023,642","7,645,673","24,628",NA,23860350
2003,VA,Full-Service Providers,"40,846,103","41,179,139","19,282,214","171,672",NA,101479128
2003,VT,Full-Service Providers,"2,011,389","1,881,027","1,460,013",0,NA,5352429
2003,WA,Full-Service Providers,"31,872,045","27,980,890","16,217,901","42,103",NA,76112939
2003,WI,Full-Service Providers,"21,364,143","20,056,103","25,821,248",0,NA,67241494
2003,WV,Full-Service Providers,"10,473,404","7,136,440","10,687,149",0,NA,28296993
2003,WY,Full-Service Providers,"2,286,201","3,282,183","7,685,452",0,NA,13253836
2003,US,Full-Service Providers,"1,257,766,998","1,112,206,121","931,661,404","3,315,043",NA,3304949566
2003,CA,Energy-Only Providers,"388,435","12,086,905","11,048,646","372,298",NA,23896284
2003,CT,Energy-Only Providers,"290,604","158,981","150,515",0,NA,600100
2003,DC,Energy-Only Providers,"231,580","4,523,803","180,040","285,485",NA,5220908
2003,DE,Energy-Only Providers,0,"5,451","2,105,889",0,NA,2111340
2003,IL,Energy-Only Providers,0,"7,107,543","14,069,835",0,NA,21177378
2003,MA,Energy-Only Providers,"414,865","6,372,711","2,951,668",0,NA,9739244
2003,MD,Energy-Only Providers,"875,982","3,239,372","7,072,255","378,037",NA,11565646
2003,ME,Energy-Only Providers,"4,140,108","3,916,137","3,146,811",0,NA,11203056
2003,MI,Energy-Only Providers,0,"867,639","9,244,373",0,NA,10112012
2003,MT,Energy-Only Providers,566,"424,376","2,117,507",0,NA,2542449
2003,NH,Energy-Only Providers,0,"10,747","137,519",0,NA,148266
2003,NJ,Energy-Only Providers,"399,688","2,674,814","3,639,846",0,NA,6714348
2003,NY,Energy-Only Providers,"2,465,836","27,240,428","11,550,655","2,400,274",NA,43657193
2003,OH,Energy-Only Providers,"6,661,397","9,588,874","8,689,886",0,NA,24940157
2003,PA,Energy-Only Providers,"2,157,248","7,847,687","2,341,871","58,591",NA,12405397
2003,RI,Energy-Only Providers,0,"397,578","302,399",0,NA,699977
2003,VA,Energy-Only Providers,"30,603",0,0,0,NA,30603
2003,WA,Energy-Only Providers,0,"58,434","1,962,128",0,NA,2020562
2003,US,Energy-Only Providers,"18,056,912","86,521,480","80,711,843","3,494,685",NA,188784920
2002,AK,Total Electric Industry,"1,932,217","2,238,236","1,087,855",NA,"207,181",5465489
2002,AL,Total Electric Industry,"30,021,763","19,665,858","32,615,340",NA,"764,117",83067078
2002,AR,Total Electric Industry,"15,527,374","9,304,383","16,886,708",NA,"731,093",42449558
2002,AZ,Total Electric Industry,"26,412,614","22,371,092","11,026,379",NA,"2,790,652",62600737
2002,CA,Total Electric Industry,"77,202,300","102,587,366","48,447,725",NA,"6,975,941",235213332
2002,CO,Total Electric Industry,"15,424,846","18,438,437","10,672,226",NA,"1,401,187",45936696
2002,CT,Total Electric Industry,"12,472,813","12,614,039","5,370,339",NA,"548,298",31005489
2002,DC,Total Electric Industry,"1,790,103","8,645,085","282,397",NA,"411,158",11128743
2002,DE,Total Electric Industry,"4,020,308","3,787,486","4,151,034",NA,"59,906",12018734
2002,FL,Total Electric Industry,"108,163,825","77,561,350","18,959,313",NA,"5,789,042",210473530
2002,GA,Total Electric Industry,"48,599,732","38,886,943","34,603,113",NA,"1,699,290",123789078
2002,HI,Total Electric Industry,"2,898,380","3,167,933","3,770,401",NA,"54,924",9891638
2002,IA,Total Electric Industry,"12,920,571","8,803,131","16,547,527",NA,"2,626,314",40897543
2002,ID,Total Electric Industry,"7,055,912","6,962,527","6,352,163",NA,"329,064",20699666
2002,IL,Total Electric Industry,"45,030,069","44,243,823","39,287,515",NA,"9,885,906",138447313
2002,IN,Total Electric Industry,"31,567,900","21,790,374","47,481,232",NA,"589,044",101428550
2002,KS,Total Electric Industry,"12,745,301","13,392,220","10,195,483",NA,"380,536",36713540
2002,KY,Total Electric Industry,"25,347,157","14,745,178","43,812,377",NA,"3,362,123",87266835
2002,LA,Total Electric Industry,"28,157,092","18,685,881","29,661,709",NA,"2,756,307",79260989
2002,MA,Total Electric Industry,"18,694,666","24,249,594","10,086,842",NA,"676,435",53707537
2002,MD,Total Electric Industry,"25,489,053","21,044,289","20,874,507",NA,"972,057",68379906
2002,ME,Total Electric Industry,"4,043,100","3,789,180","3,549,827",NA,"59,251",11441358
2002,MI,Total Electric Industry,"34,336,161","35,880,320","33,537,474",NA,"959,565",104713520
2002,MN,Total Electric Industry,"20,450,927","19,456,717","21,514,632",NA,"740,085",62162361
2002,MO,Total Electric Industry,"31,684,209","26,796,207","15,341,437",NA,"1,178,776",75000629
2002,MS,Total Electric Industry,"17,843,742","11,772,999","15,020,552",NA,"814,557",45451850
2002,MT,Total Electric Industry,"4,030,664","4,003,108","4,462,794",NA,"334,822",12831388
2002,NC,Total Electric Industry,"49,854,417","39,276,813","31,381,089",NA,"2,174,149",122686468
2002,ND,Total Electric Industry,"3,663,885","3,403,944","2,635,775",NA,"515,749",10219353
2002,NE,Total Electric Industry,"8,956,037","7,383,737","7,563,454",NA,"1,757,833",25661061
2002,NH,Total Electric Industry,"4,002,520","4,024,499","2,222,292",NA,"134,076",10383387
2002,NJ,Total Electric Industry,"27,171,374","35,429,281","11,475,853",NA,"526,112",74602620
2002,NM,Total Electric Industry,"5,238,134","6,999,541","5,315,758",NA,"1,653,484",19206917
2002,NV,Total Electric Industry,"9,702,083","7,537,882","11,372,586",NA,"591,721",29204272
2002,NY,Total Electric Industry,"46,457,030","62,270,518","25,148,005",NA,"13,564,563",147440116
2002,OH,Total Electric Industry,"50,863,643","39,924,173","58,471,510",NA,"4,147,772",153407098
2002,OK,Total Electric Industry,"19,927,272","13,097,069","12,897,521",NA,"3,563,604",49485466
2002,OR,Total Electric Industry,"17,553,984","14,901,886","12,295,887",NA,"503,416",45255173
2002,PA,Total Electric Industry,"48,729,956","42,631,879","47,089,551",NA,"1,368,484",139819870
2002,RI,Total Electric Industry,"2,828,887","3,315,843","1,331,242",NA,"84,727",7560699
2002,SC,Total Electric Industry,"26,786,631","18,156,632","31,926,073",NA,"950,056",77819392
2002,SD,Total Electric Industry,"3,733,016","3,062,101","1,603,878",NA,"537,806",8936801
2002,TN,Total Electric Industry,"38,751,810","26,523,396","31,845,313",NA,"1,112,508",98233027
2002,TX,Total Electric Industry,"121,435,110","87,745,805","102,251,054",NA,"9,413,880",320845849
2002,UT,Total Electric Industry,"6,938,291","8,462,993","7,019,410",NA,"846,494",23267188
2002,VA,Total Electric Industry,"40,358,373","29,998,990","19,520,908",NA,"10,740,299",100618570
2002,VT,Total Electric Industry,"2,046,818","1,945,838","1,591,682",NA,"44,925",5629263
2002,WA,Total Electric Industry,"32,065,997","24,309,634","15,791,500",NA,"3,236,725",75403856
2002,WI,Total Electric Industry,"21,575,371","19,143,997","25,533,710",NA,"746,218",66999296
2002,WV,Total Electric Industry,"10,444,146","7,039,028","10,902,031",NA,"77,917",28463122
2002,WY,Total Electric Industry,"2,232,285","3,027,372","7,452,648",NA,"161,755",12874060
2002,US,Total Electric Industry,"1,265,179,869","1,104,496,607","990,237,631",NA,"105,551,904",3465466011
2002,AK,Full-Service Providers,"1,932,217","2,238,236","1,087,855",NA,"207,181",5465489
2002,AL,Full-Service Providers,"30,021,763","19,665,858","32,615,340",NA,"764,117",83067078
2002,AR,Full-Service Providers,"15,527,374","9,304,383","16,886,708",NA,"731,093",42449558
2002,AZ,Full-Service Providers,"26,412,614","22,371,092","11,026,379",NA,"2,790,652",62600737
2002,CA,Full-Service Providers,"76,780,605","91,155,954","37,686,106",NA,"6,949,322",212571987
2002,CO,Full-Service Providers,"15,424,846","18,438,437","10,672,226",NA,"1,401,187",45936696
2002,CT,Full-Service Providers,"12,299,198","12,531,747","5,236,646",NA,"547,689",30615280
2002,DC,Full-Service Providers,"1,660,279","3,635,358","282,397",NA,"102,912",5680946
2002,DE,Full-Service Providers,"4,020,308","3,750,649","3,032,770",NA,"59,906",10863633
2002,FL,Full-Service Providers,"108,163,825","77,561,350","18,959,313",NA,"5,789,042",210473530
2002,GA,Full-Service Providers,"48,599,732","38,886,943","34,603,113",NA,"1,699,290",123789078
2002,HI,Full-Service Providers,"2,898,380","3,167,933","3,770,401",NA,"54,924",9891638
2002,IA,Full-Service Providers,"12,920,571","8,803,131","16,547,527",NA,"2,626,314",40897543
2002,ID,Full-Service Providers,"7,055,912","6,962,527","6,352,163",NA,"329,064",20699666
2002,IL,Full-Service Providers,"45,030,069","38,676,597","29,198,556",NA,"8,974,256",121879478
2002,IN,Full-Service Providers,"31,567,900","21,790,374","47,481,232",NA,"589,044",101428550
2002,KS,Full-Service Providers,"12,745,301","13,392,220","10,195,483",NA,"380,536",36713540
2002,KY,Full-Service Providers,"25,347,157","14,745,178","43,812,377",NA,"3,362,123",87266835
2002,LA,Full-Service Providers,"28,157,092","18,685,881","29,661,709",NA,"2,756,307",79260989
2002,MA,Full-Service Providers,"18,439,625","17,638,892","7,216,692",NA,"584,554",43879763
2002,MD,Full-Service Providers,"24,757,199","17,535,366","16,353,411",NA,"625,476",59271452
2002,ME,Full-Service Providers,"224,291","339,357","451,160",NA,"10,398",1025206
2002,MI,Full-Service Providers,"34,336,161","33,225,304","31,692,288",NA,"959,565",100213318
2002,MN,Full-Service Providers,"20,450,927","19,456,717","21,514,632",NA,"740,085",62162361
2002,MO,Full-Service Providers,"31,684,209","26,796,207","15,341,437",NA,"1,178,776",75000629
2002,MS,Full-Service Providers,"17,843,742","11,772,999","15,020,552",NA,"814,557",45451850
2002,MT,Full-Service Providers,"4,029,588","3,469,643","2,497,786",NA,"326,169",10323186
2002,NC,Full-Service Providers,"49,854,417","39,276,813","31,381,089",NA,"2,174,149",122686468
2002,ND,Full-Service Providers,"3,663,885","3,403,944","2,635,775",NA,"515,749",10219353
2002,NE,Full-Service Providers,"8,956,037","7,383,737","7,563,454",NA,"1,757,833",25661061
2002,NH,Full-Service Providers,"3,959,601","3,990,919","2,137,176",NA,"125,598",10213294
2002,NJ,Full-Service Providers,"27,121,145","34,873,480","10,847,308",NA,"526,112",73368045
2002,NM,Full-Service Providers,"5,238,134","6,999,541","5,315,758",NA,"1,653,484",19206917
2002,NV,Full-Service Providers,"9,702,083","7,537,882","11,372,586",NA,"591,721",29204272
2002,NY,Full-Service Providers,"44,003,075","45,928,360","21,778,604",NA,"12,221,933",123931972
2002,OH,Full-Service Providers,"45,618,743","33,653,994","49,554,936",NA,"4,142,972",132970645
2002,OK,Full-Service Providers,"19,927,272","13,097,069","12,897,521",NA,"3,563,604",49485466
2002,OR,Full-Service Providers,"17,553,984","14,901,886","12,295,887",NA,"503,416",45255173
2002,PA,Full-Service Providers,"45,374,672","37,130,459","44,884,494",NA,"1,298,137",128687762
2002,RI,Full-Service Providers,"2,825,527","2,836,366","959,163",NA,"12,068",6633124
2002,SC,Full-Service Providers,"26,786,631","18,156,632","31,926,073",NA,"950,056",77819392
2002,SD,Full-Service Providers,"3,733,016","3,062,101","1,603,878",NA,"537,806",8936801
2002,TN,Full-Service Providers,"38,751,810","26,523,396","31,845,313",NA,"1,112,508",98233027
2002,TX,Full-Service Providers,"121,435,110","87,745,805","102,251,054",NA,"9,413,880",320845849
2002,UT,Full-Service Providers,"6,938,291","8,462,993","7,019,410",NA,"846,494",23267188
2002,VA,Full-Service Providers,"40,210,523","29,936,689","19,488,910",NA,"10,669,187",100305309
2002,VT,Full-Service Providers,"2,046,818","1,945,838","1,591,682",NA,"44,925",5629263
2002,WA,Full-Service Providers,"32,065,997","24,309,634","14,703,473",NA,"3,236,725",74315829
2002,WI,Full-Service Providers,"21,575,371","19,143,997","25,533,710",NA,"746,218",66999296
2002,WV,Full-Service Providers,"10,444,146","7,039,028","10,902,031",NA,"77,917",28463122
2002,WY,Full-Service Providers,"2,232,285","3,027,372","7,452,648",NA,"161,755",12874060
2002,US,Full-Service Providers,"1,248,349,458","1,036,366,268","937,138,192",NA,"102,238,786",3324092704
2002,CA,Energy-Only Providers,"421,695","11,431,412","10,761,619",NA,"26,619",22641345
2002,CT,Energy-Only Providers,"173,615","82,292","133,693",NA,609,390209
2002,DC,Energy-Only Providers,"129,824","5,009,727",0,NA,"308,246",5447797
2002,DE,Energy-Only Providers,0,"36,837","1,118,264",NA,0,1155101
2002,IL,Energy-Only Providers,0,"5,567,226","10,088,959",NA,"911,650",16567835
2002,MA,Energy-Only Providers,"255,041","6,610,702","2,870,150",NA,"91,881",9827774
2002,MD,Energy-Only Providers,"731,854","3,508,923","4,521,096",NA,"346,581",9108454
2002,ME,Energy-Only Providers,"3,818,809","3,449,823","3,098,667",NA,"48,853",10416152
2002,MI,Energy-Only Providers,0,"2,655,016","1,845,186",NA,0,4500202
2002,MT,Energy-Only Providers,"1,076","533,465","1,965,008",NA,"8,653",2508202
2002,NH,Energy-Only Providers,"42,919","33,580","85,116",NA,"8,478",170093
2002,NJ,Energy-Only Providers,"50,229","555,801","628,545",NA,0,1234575
2002,NY,Energy-Only Providers,"2,453,955","16,342,158","3,369,401",NA,"1,342,630",23508144
2002,OH,Energy-Only Providers,"5,244,900","6,270,179","8,916,574",NA,"4,800",20436453
2002,PA,Energy-Only Providers,"3,355,284","5,501,420","2,205,057",NA,"70,347",11132108
2002,RI,Energy-Only Providers,"3,360","479,477","372,079",NA,"72,659",927575
2002,VA,Energy-Only Providers,"147,850","62,301","31,998",NA,"71,112",313261
2002,WA,Energy-Only Providers,0,0,"1,088,027",NA,0,1088027
2002,US,Energy-Only Providers,"16,830,411","68,130,339","53,099,439",NA,"3,313,118",141373307
2001,AK,Total Electric Industry,"1,891,468","2,289,011","1,079,423",NA,"194,178",5454080
2001,AL,Total Electric Industry,"27,802,207","18,868,139","31,949,084",NA,"738,828",79358258
2001,AR,Total Electric Industry,"15,103,946","9,153,493","16,734,270",NA,"740,740",41732449
2001,AZ,Total Electric Industry,"26,200,172","22,045,220","11,376,746",NA,"2,652,166",62274304
2001,CA,Total Electric Industry,"76,667,632","96,459,340","63,041,253",NA,"11,590,553",247758778
2001,CO,Total Electric Industry,"14,470,251","17,889,638","10,918,384",NA,"957,765",44236038
2001,CT,Total Electric Industry,"11,974,617","12,442,208","5,572,234",NA,"551,699",30540758
2001,DC,Total Electric Industry,"1,698,868","8,538,825","280,914",NA,"361,865",10880472
2001,DE,Total Electric Industry,"3,733,993","3,605,434","3,977,532",NA,"61,667",11378626
2001,FL,Total Electric Industry,"101,377,095","73,957,635","19,854,252",NA,"5,563,151",200752133
2001,GA,Total Electric Industry,"44,380,213","37,838,787","33,940,715",NA,"1,630,758",117790473
2001,HI,Total Electric Industry,"2,802,470","3,129,441","3,789,894",NA,"62,758",9784563
2001,IA,Total Electric Industry,"12,429,672","8,512,208","16,238,196",NA,"2,263,679",39443755
2001,ID,Total Electric Industry,"6,905,546","6,543,349","7,305,412",NA,"341,710",21096017
2001,IL,Total Electric Industry,"41,820,005","43,135,422","40,779,944",NA,"10,298,178",136033549
2001,IN,Total Electric Industry,"29,419,675","25,550,784","42,079,603",NA,"683,906",97733968
2001,KS,Total Electric Industry,"12,062,329","12,786,614","10,569,144",NA,"428,864",35846951
2001,KY,Total Electric Industry,"23,698,316","14,337,928","38,676,360",NA,"3,262,895",79975499
2001,LA,Total Electric Industry,"25,800,335","17,721,987","28,574,383",NA,"2,596,046",74692751
