Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
1994,NJ,Total Electric Industry,"22,153,557","29,357,664","14,251,230",NA,"495,142",66257593
1994,NM,Total Electric Industry,"4,079,696","4,969,552","5,184,192",NA,"1,625,354",15858794
1994,NV,Total Electric Industry,"6,844,708","4,611,836","7,774,863",NA,"804,864",20036271
1994,NY,Total Electric Industry,"40,104,842","48,827,585","29,466,764",NA,"12,777,380",131176571
1994,OH,Total Electric Industry,"41,791,275","34,053,066","74,010,054",NA,"4,522,314",154376709
1994,OK,Total Electric Industry,"16,127,874","11,120,787","11,721,409",NA,"2,173,373",41143443
1994,OR,Total Electric Industry,"16,462,155","12,659,575","15,071,945",NA,"777,067",44970742
1994,PA,Total Electric Industry,"42,238,893","33,394,877","46,075,599",NA,"1,335,680",123045049
1994,RI,Total Electric Industry,"2,456,722","2,562,933","1,378,453",NA,"173,738",6571846
1994,SC,Total Electric Industry,"19,903,087","13,392,964","27,760,265",NA,"801,642",61857958
1994,SD,Total Electric Industry,"3,147,027","1,919,411","1,762,095",NA,"345,521",7174054
1994,TN,Total Electric Industry,"32,796,716","5,153,895","43,614,204",NA,"968,477",82533292
1994,TX,Total Electric Industry,"89,792,702","66,467,121","90,329,333",NA,"11,590,581",258179737
1994,UT,Total Electric Industry,"5,008,938","5,499,542","6,497,934",NA,"840,650",17847064
1994,VA,Total Electric Industry,"32,343,035","22,947,822","18,153,521",NA,"8,765,760",82210138
1994,VT,Total Electric Industry,"2,009,429","1,586,168","1,434,727",NA,"36,180",5066504
1994,WA,Total Electric Industry,"29,672,858","19,752,439","34,065,131",NA,"3,642,969",87133397
1994,WI,Total Electric Industry,"17,660,152","14,377,866","22,714,163",NA,"659,430",55411611
1994,WV,Total Electric Industry,"8,662,897","5,539,452","10,481,537",NA,"91,822",24775708
1994,WY,Total Electric Industry,"1,864,918","2,427,844","7,259,550",NA,"144,068",11696380
1994,US,Total Electric Industry,"1,008,481,682","820,269,462","1,007,981,245",NA,"97,830,475",2934562864
1994,AK,Full-Service Providers,"1,688,134","2,154,843","511,428",NA,"178,974",4533379
1994,AL,Full-Service Providers,"23,158,543","11,844,229","31,918,985",NA,"658,919",67580676
1994,AR,Full-Service Providers,"11,642,130","6,865,634","13,525,887",NA,"585,447",32619098
1994,AZ,Full-Service Providers,"18,212,371","15,624,769","11,303,258",NA,"2,141,637",47282035
1994,CA,Full-Service Providers,"68,866,355","76,924,502","59,863,696",NA,"8,029,749",213684302
1994,CO,Full-Service Providers,"10,938,748","12,953,194","9,620,137",NA,"990,200",34502279
1994,CT,Full-Service Providers,"10,898,426","10,844,625","5,916,930",NA,"365,690",28025671
1994,DC,Full-Service Providers,"1,571,539","8,093,088","267,295",NA,"362,753",10294675
1994,DE,Full-Service Providers,"3,107,179","2,684,562","3,446,827",NA,"60,403",9298971
1994,FL,Full-Service Providers,"80,595,125","57,447,392","16,512,738",NA,"4,989,045",159544300
1994,GA,Full-Service Providers,"32,734,558","26,161,354","29,942,276",NA,"1,074,896",89913084
1994,HI,Full-Service Providers,"2,556,879","2,542,915","3,790,665",NA,"57,963",8948422
1994,IA,Full-Service Providers,"11,061,653","7,477,060","13,224,138",NA,"1,276,400",33039251
1994,ID,Full-Service Providers,"6,221,886","5,637,525","7,646,628",NA,"372,576",19878615
1994,IL,Full-Service Providers,"35,705,729","35,662,744","41,765,360",NA,"8,356,215",121490048
1994,IN,Full-Service Providers,"25,048,144","17,462,431","40,762,764",NA,"534,204",83807543
1994,KS,Full-Service Providers,"10,130,537","10,110,627","9,001,458",NA,"371,199",29613821
1994,KY,Full-Service Providers,"19,480,850","10,094,521","40,048,861",NA,"2,861,135",72485367
1994,LA,Full-Service Providers,"22,628,608","15,040,773","29,869,646",NA,"2,592,779",70131806
1994,MA,Full-Service Providers,"16,048,966","19,371,255","9,710,222",NA,"960,911",46091354
1994,MD,Full-Service Providers,"21,666,119","13,253,587","19,037,490",NA,"794,427",54751623
1994,ME,Full-Service Providers,"3,691,828","2,811,591","4,951,832",NA,"150,564",11605815
1994,MI,Full-Service Providers,"27,174,208","30,411,630","32,716,794",NA,"857,355",91159987
1994,MN,Full-Service Providers,"16,006,557","8,996,867","25,450,840",NA,"700,841",51155105
1994,MO,Full-Service Providers,"24,056,901","20,613,575","14,106,043",NA,"916,239",59692758
1994,MS,Full-Service Providers,"13,641,721","7,093,799","15,255,933",NA,"635,116",36626569
1994,MT,Full-Service Providers,"3,566,917","3,096,032","5,960,540",NA,"560,645",13184134
1994,NC,Full-Service Providers,"37,206,780","27,457,860","33,307,132",NA,"1,817,410",99789182
1994,ND,Full-Service Providers,"3,242,829","1,884,264","2,011,279",NA,"542,392",7680764
1994,NE,Full-Service Providers,"7,379,419","5,808,823","5,344,841",NA,"1,340,065",19873148
1994,NH,Full-Service Providers,"3,430,562","3,220,992","2,182,353",NA,"122,314",8956221
1994,NJ,Full-Service Providers,"22,153,557","29,357,664","14,251,230",NA,"495,142",66257593
1994,NM,Full-Service Providers,"4,079,696","4,969,552","5,184,192",NA,"1,625,354",15858794
1994,NV,Full-Service Providers,"6,844,708","4,611,836","7,774,863",NA,"804,864",20036271
1994,NY,Full-Service Providers,"40,104,842","48,827,585","29,466,764",NA,"12,777,380",131176571
1994,OH,Full-Service Providers,"41,791,275","34,053,066","74,010,054",NA,"4,522,314",154376709
1994,OK,Full-Service Providers,"16,127,874","11,120,787","11,721,409",NA,"2,173,373",41143443
1994,OR,Full-Service Providers,"16,462,155","12,659,575","15,071,945",NA,"777,067",44970742
1994,PA,Full-Service Providers,"42,238,893","33,394,877","46,075,599",NA,"1,335,680",123045049
1994,RI,Full-Service Providers,"2,456,722","2,562,933","1,378,453",NA,"173,738",6571846
1994,SC,Full-Service Providers,"19,903,087","13,392,964","27,760,265",NA,"801,642",61857958
1994,SD,Full-Service Providers,"3,147,027","1,919,411","1,762,095",NA,"345,521",7174054
1994,TN,Full-Service Providers,"32,796,716","5,153,895","43,614,204",NA,"968,477",82533292
1994,TX,Full-Service Providers,"89,792,702","66,467,121","90,329,333",NA,"11,590,581",258179737
1994,UT,Full-Service Providers,"5,008,938","5,499,542","6,497,934",NA,"840,650",17847064
1994,VA,Full-Service Providers,"32,343,035","22,947,822","18,153,521",NA,"8,765,760",82210138
1994,VT,Full-Service Providers,"2,009,429","1,586,168","1,434,727",NA,"36,180",5066504
1994,WA,Full-Service Providers,"29,672,858","19,752,439","34,065,131",NA,"3,642,969",87133397
1994,WI,Full-Service Providers,"17,660,152","14,377,866","22,714,163",NA,"659,430",55411611
1994,WV,Full-Service Providers,"8,662,897","5,539,452","10,481,537",NA,"91,822",24775708
1994,WY,Full-Service Providers,"1,864,918","2,427,844","7,259,550",NA,"144,068",11696380
1994,US,Full-Service Providers,"1,008,481,682","820,269,462","1,007,981,245",NA,"97,830,475",2934562864
1993,AK,Total Electric Industry,"1,629,036","2,062,399","501,059",NA,"182,133",4374627
1993,AL,Total Electric Industry,"22,627,783","11,254,231","30,523,625",NA,"652,036",65057675
1993,AR,Total Electric Industry,"11,761,761","6,698,105","12,609,005",NA,"594,062",31662933
1993,AZ,Total Electric Industry,"16,705,090","14,813,140","10,989,057",NA,"1,900,567",44407854
1993,CA,Total Electric Industry,"67,358,692","79,058,161","56,189,186",NA,"7,893,887",210499926
1993,CO,Total Electric Industry,"10,655,734","14,422,396","7,024,007",NA,"855,666",32957803
1993,CT,Total Electric Industry,"10,596,641","10,676,841","5,597,348",NA,"367,657",27238487
1993,DC,Total Electric Industry,"1,634,807","5,417,566","2,976,390",NA,"345,859",10374622
1993,DE,Total Electric Industry,"3,043,825","2,604,586","3,416,811",NA,"55,912",9121134
1993,FL,Total Electric Industry,"76,827,417","54,875,680","16,297,722",NA,"4,747,000",152747819
1993,GA,Total Electric Industry,"33,866,821","25,168,564","29,084,291",NA,"1,071,365",89191041
1993,HI,Total Electric Industry,"2,468,578","2,363,224","3,769,876",NA,"56,233",8657911
1993,IA,Total Electric Industry,"11,103,104","7,268,933","12,465,070",NA,"1,266,803",32103910
1993,ID,Total Electric Industry,"6,245,111","4,968,602","7,222,067",NA,"284,060",18719840
1993,IL,Total Electric Industry,"35,225,722","34,354,863","40,249,440",NA,"7,956,350",117786375
1993,IN,Total Electric Industry,"24,978,467","17,015,035","39,415,340",NA,"522,648",81931490
1993,KS,Total Electric Industry,"9,986,318","9,753,228","8,702,319",NA,"366,520",28808385
1993,KY,Total Electric Industry,"19,223,127","9,828,936","36,320,037",NA,"2,777,084",68149184
1993,LA,Total Electric Industry,"22,430,246","14,398,302","28,439,211",NA,"2,488,066",67755825
1993,MA,Total Electric Industry,"15,785,272","18,896,866","9,604,594",NA,"994,016",45280748
1993,MD,Total Electric Industry,"21,546,122","11,316,965","20,200,632",NA,"808,685",53872404
1993,ME,Total Electric Industry,"3,872,293","2,868,391","5,039,630",NA,"172,042",11952356
1993,MI,Total Electric Industry,"26,770,174","28,930,387","30,571,544",NA,"1,316,497",87588602
1993,MN,Total Electric Industry,"15,596,985","8,535,124","24,384,332",NA,"694,229",49210670
1993,MO,Total Electric Industry,"24,182,047","19,914,076","13,617,994",NA,"907,952",58622069
1993,MS,Total Electric Industry,"13,199,806","6,685,014","14,229,237",NA,"635,244",34749301
1993,MT,Total Electric Industry,"3,597,987","3,026,077","5,836,579",NA,"468,584",12929227
1993,NC,Total Electric Industry,"37,742,397","26,747,461","33,487,659",NA,"1,800,037",99777554
1993,ND,Total Electric Industry,"3,209,081","1,830,759","1,904,643",NA,"487,475",7431958
1993,NE,Total Electric Industry,"7,226,029","5,471,340","4,962,540",NA,"1,089,132",18749041
1993,NH,Total Electric Industry,"3,420,322","2,122,570","3,099,592",NA,"118,485",8760969
1993,NJ,Total Electric Industry,"22,042,043","28,493,042","14,595,879",NA,"489,682",65620646
1993,NM,Total Electric Industry,"3,884,263","4,759,364","4,816,121",NA,"1,467,131",14926879
1993,NV,Total Electric Industry,"6,280,698","4,297,615","7,180,913",NA,"739,625",18498851
1993,NY,Total Electric Industry,"39,897,465","47,728,275","30,187,053",NA,"12,357,386",130170179
1993,OH,Total Electric Industry,"41,950,456","33,298,608","68,831,023",NA,"4,490,578",148570665
1993,OK,Total Electric Industry,"15,901,344","10,823,963","11,698,989",NA,"2,107,031",40531327
1993,OR,Total Electric Industry,"16,696,260","12,205,080","15,012,281",NA,"664,281",44577902
1993,PA,Total Electric Industry,"41,455,430","32,251,642","44,949,311",NA,"1,325,111",119981494
1993,RI,Total Electric Industry,"2,411,808","2,532,213","1,418,673",NA,"185,744",6548438
1993,SC,Total Electric Industry,"20,686,869","13,176,636","26,866,871",NA,"802,349",61532725
1993,SD,Total Electric Industry,"3,109,114","1,620,793","1,847,336",NA,"327,464",6904707
1993,TN,Total Electric Industry,"30,199,490","5,174,642","43,530,194",NA,"927,855",79832181
1993,TX,Total Electric Industry,"87,685,723","64,331,490","86,932,759",NA,"11,134,441",250084413
1993,UT,Total Electric Industry,"4,725,974","5,019,969","6,221,086",NA,"900,100",16867129
1993,VA,Total Electric Industry,"32,472,064","22,726,975","17,390,106",NA,"8,782,636",81371781
1993,VT,Total Electric Industry,"1,971,082","1,569,895","1,430,964",NA,"43,617",5015558
1993,WA,Total Electric Industry,"30,932,034","19,530,991","36,562,815",NA,"3,446,771",90472611
1993,WI,Total Electric Industry,"17,373,396","13,710,449","21,410,441",NA,"662,116",53156402
1993,WV,Total Electric Industry,"8,682,375","5,480,458","10,187,147",NA,"91,545",24441525
1993,WY,Total Electric Industry,"1,906,135","2,493,448","7,363,451",NA,"122,153",11885187
1993,US,Total Electric Industry,"994,780,818","794,573,370","977,164,250",NA,"94,943,902",2861462340
1993,AK,Full-Service Providers,"1,629,036","2,062,399","501,059",NA,"182,133",4374627
1993,AL,Full-Service Providers,"22,627,783","11,254,231","30,523,625",NA,"652,036",65057675
1993,AR,Full-Service Providers,"11,761,761","6,698,105","12,609,005",NA,"594,062",31662933
1993,AZ,Full-Service Providers,"16,705,090","14,813,140","10,989,057",NA,"1,900,567",44407854
1993,CA,Full-Service Providers,"67,358,692","79,058,161","56,189,186",NA,"7,893,887",210499926
1993,CO,Full-Service Providers,"10,655,734","14,422,396","7,024,007",NA,"855,666",32957803
1993,CT,Full-Service Providers,"10,596,641","10,676,841","5,597,348",NA,"367,657",27238487
1993,DC,Full-Service Providers,"1,634,807","5,417,566","2,976,390",NA,"345,859",10374622
1993,DE,Full-Service Providers,"3,043,825","2,604,586","3,416,811",NA,"55,912",9121134
1993,FL,Full-Service Providers,"76,827,417","54,875,680","16,297,722",NA,"4,747,000",152747819
1993,GA,Full-Service Providers,"33,866,821","25,168,564","29,084,291",NA,"1,071,365",89191041
1993,HI,Full-Service Providers,"2,468,578","2,363,224","3,769,876",NA,"56,233",8657911
1993,IA,Full-Service Providers,"11,103,104","7,268,933","12,465,070",NA,"1,266,803",32103910
1993,ID,Full-Service Providers,"6,245,111","4,968,602","7,222,067",NA,"284,060",18719840
1993,IL,Full-Service Providers,"35,225,722","34,354,863","40,249,440",NA,"7,956,350",117786375
1993,IN,Full-Service Providers,"24,978,467","17,015,035","39,415,340",NA,"522,648",81931490
1993,KS,Full-Service Providers,"9,986,318","9,753,228","8,702,319",NA,"366,520",28808385
1993,KY,Full-Service Providers,"19,223,127","9,828,936","36,320,037",NA,"2,777,084",68149184
1993,LA,Full-Service Providers,"22,430,246","14,398,302","28,439,211",NA,"2,488,066",67755825
1993,MA,Full-Service Providers,"15,785,272","18,896,866","9,604,594",NA,"994,016",45280748
1993,MD,Full-Service Providers,"21,546,122","11,316,965","20,200,632",NA,"808,685",53872404
1993,ME,Full-Service Providers,"3,872,293","2,868,391","5,039,630",NA,"172,042",11952356
1993,MI,Full-Service Providers,"26,770,174","28,930,387","30,571,544",NA,"1,316,497",87588602
1993,MN,Full-Service Providers,"15,596,985","8,535,124","24,384,332",NA,"694,229",49210670
1993,MO,Full-Service Providers,"24,182,047","19,914,076","13,617,994",NA,"907,952",58622069
1993,MS,Full-Service Providers,"13,199,806","6,685,014","14,229,237",NA,"635,244",34749301
1993,MT,Full-Service Providers,"3,597,987","3,026,077","5,836,579",NA,"468,584",12929227
1993,NC,Full-Service Providers,"37,742,397","26,747,461","33,487,659",NA,"1,800,037",99777554
1993,ND,Full-Service Providers,"3,209,081","1,830,759","1,904,643",NA,"487,475",7431958
1993,NE,Full-Service Providers,"7,226,029","5,471,340","4,962,540",NA,"1,089,132",18749041
1993,NH,Full-Service Providers,"3,420,322","2,122,570","3,099,592",NA,"118,485",8760969
1993,NJ,Full-Service Providers,"22,042,043","28,493,042","14,595,879",NA,"489,682",65620646
1993,NM,Full-Service Providers,"3,884,263","4,759,364","4,816,121",NA,"1,467,131",14926879
1993,NV,Full-Service Providers,"6,280,698","4,297,615","7,180,913",NA,"739,625",18498851
1993,NY,Full-Service Providers,"39,897,465","47,728,275","30,187,053",NA,"12,357,386",130170179
1993,OH,Full-Service Providers,"41,950,456","33,298,608","68,831,023",NA,"4,490,578",148570665
1993,OK,Full-Service Providers,"15,901,344","10,823,963","11,698,989",NA,"2,107,031",40531327
1993,OR,Full-Service Providers,"16,696,260","12,205,080","15,012,281",NA,"664,281",44577902
1993,PA,Full-Service Providers,"41,455,430","32,251,642","44,949,311",NA,"1,325,111",119981494
1993,RI,Full-Service Providers,"2,411,808","2,532,213","1,418,673",NA,"185,744",6548438
1993,SC,Full-Service Providers,"20,686,869","13,176,636","26,866,871",NA,"802,349",61532725
1993,SD,Full-Service Providers,"3,109,114","1,620,793","1,847,336",NA,"327,464",6904707
1993,TN,Full-Service Providers,"30,199,490","5,174,642","43,530,194",NA,"927,855",79832181
1993,TX,Full-Service Providers,"87,685,723","64,331,490","86,932,759",NA,"11,134,441",250084413
1993,UT,Full-Service Providers,"4,725,974","5,019,969","6,221,086",NA,"900,100",16867129
1993,VA,Full-Service Providers,"32,472,064","22,726,975","17,390,106",NA,"8,782,636",81371781
1993,VT,Full-Service Providers,"1,971,082","1,569,895","1,430,964",NA,"43,617",5015558
1993,WA,Full-Service Providers,"30,932,034","19,530,991","36,562,815",NA,"3,446,771",90472611
1993,WI,Full-Service Providers,"17,373,396","13,710,449","21,410,441",NA,"662,116",53156402
1993,WV,Full-Service Providers,"8,682,375","5,480,458","10,187,147",NA,"91,545",24441525
1993,WY,Full-Service Providers,"1,906,135","2,493,448","7,363,451",NA,"122,153",11885187
1993,US,Full-Service Providers,"994,780,818","794,573,370","977,164,250",NA,"94,943,902",2861462340
1992,AK,Total Electric Industry,"1,640,136","2,034,708","504,277",NA,"159,813",4338934
1992,AL,Total Electric Industry,"21,136,706","10,916,983","29,476,078",NA,"636,894",62166661
1992,AR,Total Electric Industry,"10,440,088","6,176,586","11,251,478",NA,"582,960",28451112
1992,AZ,Total Electric Industry,"16,230,297","14,467,708","11,055,253",NA,"1,898,014",43651272
1992,CA,Total Electric Industry,"68,121,106","80,234,568","57,089,510",NA,"8,002,057",213447241
1992,CO,Total Electric Industry,"10,215,713","13,897,582","6,848,997",NA,"859,678",31821970
1992,CT,Total Electric Industry,"10,496,045","10,484,811","5,779,536",NA,"366,579",27126971
1992,DC,Total Electric Industry,"1,487,974","5,226,805","2,987,181",NA,"341,061",10043021
1992,DE,Total Electric Industry,"2,786,231","2,445,194","3,248,213",NA,"52,742",8532380
1992,FL,Total Electric Industry,"73,188,925","52,620,260","16,497,054",NA,"4,703,701",147009940
